id,lat,lng
159,40.7245,-74.1725
160,40.7245,-74.1725
161,40.7245,-74.1725
162,40.7245,-74.1725
163,40.7245,-74.1725
164,40.7245,-74.1725
165,40.7245,-74.1725
166,40.7245,-74.1725
167,40.7245,-74.1725
169,40.7245,-74.1725
170,40.7245,-74.1725
171,40.7245,-74.1725
172,40.7245,-74.1725
173,40.7245,-74.1725
174,40.7161,-74.0682
175,40.7161,-74.0682
177,40.7161,-74.0682
178,40.7161,-74.0682
179,40.7161,-74.0682
180,40.7161,-74.0682
181,40.7161,-74.0682
182,40.7161,-74.0682
185,40.7161,-74.0682
186,40.7161,-74.0682
187,40.7161,-74.0682
188,40.7161,-74.0682
189,40.7161,-74.0682
190,40.7161,-74.0682
191,40.7161,-74.0682
192,40.7161,-74.0682
193,40.7161,-74.0682
195,40.7161,-74.0682
196,40.7161,-74.0682
197,40.7161,-74.0682
198,40.7161,-74.0682
199,40.7161,-74.0682
200,40.7161,-74.0682
201,40.7161,-74.0682
202,40.7161,-74.0682
203,40.7161,-74.0682
204,40.7161,-74.0682
205,40.7161,-74.0682
206,40.7161,-74.0682
207,40.7161,-74.0682
208,40.7161,-74.0682
209,40.7161,-74.0682
210,40.7161,-74.0682
211,40.7161,-74.0682
212,40.7161,-74.0682
213,40.7161,-74.0682
214,40.7161,-74.0682
217,40.7161,-74.0682
218,40.7161,-74.0682
220,40.7161,-74.0682
222,40.7161,-74.0682
224,40.7161,-74.0682
225,40.7161,-74.0682
227,40.7161,-74.0682
228,40.7161,-74.0682
229,40.7161,-74.0682
230,40.7161,-74.0682
231,40.7161,-74.0682
232,40.7161,-74.0682
233,40.7161,-74.0682
234,40.7161,-74.0682
235,40.7161,-74.0682
237,40.7161,-74.0682
238,40.7161,-74.0682
240,40.7161,-74.0682
241,40.7161,-74.0682
242,40.7161,-74.0682
243,40.7161,-74.0682
244,40.7161,-74.0682
245,40.7161,-74.0682
246,40.7161,-74.0682
247,40.7161,-74.0682
248,40.7161,-74.0682
249,40.7161,-74.0682
251,40.7161,-74.0682
252,40.7161,-74.0682
253,40.7161,-74.0682
254,40.7161,-74.0682
255,40.7161,-74.0682
256,40.7161,-74.0682
257,40.7161,-74.0682
260,40.7161,-74.0682
261,40.7161,-74.0682
262,40.7161,-74.0682
264,40.7161,-74.0682
265,40.7161,-74.0682
267,40.7161,-74.0682
268,40.7161,-74.0682
269,40.7161,-74.0682
270,40.7161,-74.0682
271,40.7161,-74.0682
275,40.7161,-74.0682
276,40.7161,-74.0682
277,40.7161,-74.0682
278,40.7161,-74.0682
280,40.7161,-74.0682
281,40.7161,-74.0682
282,40.7161,-74.0682
284,40.7161,-74.0682
286,40.7161,-74.0682
287,40.7161,-74.0682
288,40.7161,-74.0682
289,40.7161,-74.0682
290,40.7161,-74.0682
292,40.7161,-74.0682
293,40.7161,-74.0682
297,40.7161,-74.0682
298,40.7161,-74.0682
299,40.7161,-74.0682
300,40.7161,-74.0682
302,40.7161,-74.0682
303,40.7161,-74.0682
304,40.7161,-74.0682
306,40.7161,-74.0682
307,40.7161,-74.0682
309,40.7161,-74.0682
310,40.7161,-74.0682
311,40.7161,-74.0682
312,40.7161,-74.0682
315,40.7161,-74.0682
316,40.7161,-74.0682
317,40.7161,-74.0682
318,40.7161,-74.0682
319,40.7161,-74.0682
320,40.7161,-74.0682
321,40.7161,-74.0682
322,40.7161,-74.0682
324,40.7161,-74.0682
325,40.7161,-74.0682
326,40.7161,-74.0682
327,40.7161,-74.0682
328,40.7161,-74.0682
329,40.7161,-74.0682
330,40.7161,-74.0682
332,40.7161,-74.0682
333,40.7161,-74.0682
334,40.7161,-74.0682
335,40.7161,-74.0682
337,40.7161,-74.0682
338,40.7161,-74.0682
339,40.7161,-74.0682
341,40.7161,-74.0682
342,40.7161,-74.0682
343,40.7161,-74.0682
345,40.7161,-74.0682
346,40.7161,-74.0682
347,40.7161,-74.0682
348,40.7161,-74.0682
350,40.7161,-74.0682
353,39.3797,-74.4527
356,40.9147,-74.1624
357,40.9147,-74.1624
359,40.9147,-74.1624
361,40.9147,-74.1624
362,40.9147,-74.1624
363,40.9147,-74.1624
365,40.9147,-74.1624
366,40.9147,-74.1624
367,40.9147,-74.1624
368,40.9147,-74.1624
369,40.9147,-74.1624
371,40.9147,-74.1624
372,40.9147,-74.1624
373,40.9147,-74.1624
375,40.9147,-74.1624
376,40.9147,-74.1624
378,40.9147,-74.1624
379,40.9147,-74.1624
381,40.9147,-74.1624
383,40.9147,-74.1624
384,40.9147,-74.1624
386,40.9147,-74.1624
387,40.9147,-74.1624
388,40.9147,-74.1624
390,40.9147,-74.1624
393,40.9147,-74.1624
394,40.9147,-74.1624
395,40.9147,-74.1624
397,40.9147,-74.1624
398,40.6657,-74.1912
399,40.6657,-74.1912
400,40.6657,-74.1912
401,40.6657,-74.1912
402,40.6657,-74.1912
403,40.6657,-74.1912
404,40.6657,-74.1912
405,40.6657,-74.1912
406,40.6657,-74.1912
408,40.6657,-74.1912
409,40.6657,-74.1912
410,40.6657,-74.1912
411,40.6657,-74.1912
412,40.6657,-74.1912
413,40.6657,-74.1912
414,40.6657,-74.1912
415,40.6657,-74.1912
416,40.6657,-74.1912
418,40.6657,-74.1912
419,40.6657,-74.1912
420,40.6657,-74.1912
422,40.6657,-74.1912
423,40.6657,-74.1912
424,40.6657,-74.1912
426,40.6657,-74.1912
427,40.6657,-74.1912
428,40.6657,-74.1912
430,40.6657,-74.1912
431,40.6657,-74.1912
432,40.6657,-74.1912
433,40.6657,-74.1912
434,40.6657,-74.1912
435,40.6657,-74.1912
437,40.6657,-74.1912
439,40.6657,-74.1912
442,40.6657,-74.1912
445,40.6657,-74.1912
446,40.6657,-74.1912
447,40.6657,-74.1912
448,40.6657,-74.1912
449,40.6657,-74.1912
450,40.6657,-74.1912
452,40.6657,-74.1912
454,40.6657,-74.1912
456,40.6657,-74.1912
457,40.6657,-74.1912
458,40.6657,-74.1912
459,40.6657,-74.1912
460,40.6657,-74.1912
461,40.6657,-74.1912
462,40.6657,-74.1912
463,40.6657,-74.1912
464,39.4653,-74.9981
465,40.8631,-74.1575
466,40.8631,-74.1575
468,40.8631,-74.1575
469,40.8631,-74.1575
471,40.8631,-74.1575
472,40.8631,-74.1575
473,40.8631,-74.1575
475,40.8631,-74.1575
476,40.8631,-74.1575
478,40.8631,-74.1575
479,40.8631,-74.1575
480,40.8631,-74.1575
482,40.8631,-74.1575
483,40.8631,-74.1575
484,40.8631,-74.1575
486,40.8631,-74.1575
488,40.8631,-74.1575
489,40.8631,-74.1575
490,40.8631,-74.1575
493,40.8631,-74.1575
494,40.8631,-74.1575
495,40.8631,-74.1575
496,40.8631,-74.1575
497,40.8631,-74.1575
499,40.8631,-74.1575
502,40.8631,-74.1575
505,40.8631,-74.1575
506,40.8631,-74.1575
507,40.8631,-74.1575
509,40.8631,-74.1575
510,40.8631,-74.1575
511,39.9362,-75.1073
512,39.9362,-75.1073
513,39.9362,-75.1073
514,39.9362,-75.1073
515,39.9362,-75.1073
516,39.9362,-75.1073
517,39.9362,-75.1073
521,39.9362,-75.1073
522,39.9362,-75.1073
523,39.9362,-75.1073
525,39.9362,-75.1073
526,39.9362,-75.1073
529,39.9362,-75.1073
531,39.9362,-75.1073
532,39.9362,-75.1073
534,39.9362,-75.1073
536,39.9362,-75.1073
538,39.9362,-75.1073
539,39.9362,-75.1073
540,39.9362,-75.1073
541,39.9362,-75.1073
542,39.9362,-75.1073
543,39.9362,-75.1073
544,39.9362,-75.1073
545,39.9362,-75.1073
547,39.9362,-75.1073
548,39.9362,-75.1073
549,40.8574,-74.1282
550,40.8574,-74.1282
552,40.8574,-74.1282
553,40.8574,-74.1282
554,40.8574,-74.1282
555,40.8574,-74.1282
558,40.8574,-74.1282
559,40.8574,-74.1282
562,40.8574,-74.1282
563,40.8574,-74.1282
564,40.8574,-74.1282
565,40.8574,-74.1282
566,40.8574,-74.1282
567,40.8574,-74.1282
568,40.8574,-74.1282
569,40.8574,-74.1282
570,40.8574,-74.1282
571,40.8574,-74.1282
573,40.8574,-74.1282
574,40.8574,-74.1282
575,40.8574,-74.1282
576,40.8574,-74.1282
577,40.8574,-74.1282
578,40.8574,-74.1282
579,40.8574,-74.1282
580,40.8574,-74.1282
581,40.8574,-74.1282
582,40.8574,-74.1282
583,40.8574,-74.1282
584,40.8574,-74.1282
585,40.8574,-74.1282
586,40.8574,-74.1282
587,40.8574,-74.1282
588,40.8574,-74.1282
589,40.8574,-74.1282
590,40.8574,-74.1282
593,40.8574,-74.1282
595,40.8574,-74.1282
596,40.8574,-74.1282
597,40.8574,-74.1282
598,40.8574,-74.1282
599,40.8574,-74.1282
600,40.8574,-74.1282
601,40.8574,-74.1282
603,40.8574,-74.1282
604,40.8574,-74.1282
605,40.8574,-74.1282
607,40.8574,-74.1282
610,40.8574,-74.1282
611,40.8574,-74.1282
612,40.8574,-74.1282
613,40.8574,-74.1282
614,40.8574,-74.1282
615,40.8574,-74.1282
618,40.8574,-74.1282
620,40.8574,-74.1282
621,40.8574,-74.1282
622,40.8574,-74.1282
624,40.8574,-74.1282
625,40.8574,-74.1282
626,40.8574,-74.1282
627,40.8574,-74.1282
628,40.8574,-74.1282
629,40.8574,-74.1282
631,40.8574,-74.1282
632,40.8574,-74.1282
633,40.8574,-74.1282
634,40.8574,-74.1282
636,40.8574,-74.1282
638,40.8574,-74.1282
639,40.8574,-74.1282
640,40.8574,-74.1282
641,40.8574,-74.1282
642,40.8574,-74.1282
643,40.8574,-74.1282
644,40.7674,-74.0323
645,40.7674,-74.0323
647,40.7674,-74.0323
648,40.7674,-74.0323
649,40.7674,-74.0323
650,40.7674,-74.0323
651,40.7674,-74.0323
652,40.7674,-74.0323
655,40.7674,-74.0323
656,40.7674,-74.0323
657,40.7674,-74.0323
658,40.7674,-74.0323
659,40.7674,-74.0323
660,40.7674,-74.0323
661,40.7674,-74.0323
662,40.7674,-74.0323
663,40.7674,-74.0323
665,40.7674,-74.0323
666,40.7674,-74.0323
667,40.7674,-74.0323
668,40.7674,-74.0323
669,40.7674,-74.0323
670,40.7674,-74.0323
671,40.7674,-74.0323
672,40.7674,-74.0323
673,40.7674,-74.0323
674,40.7674,-74.0323
675,40.7674,-74.0323
676,40.7674,-74.0323
678,40.7674,-74.0323
679,40.7674,-74.0323
680,40.7674,-74.0323
681,40.7674,-74.0323
682,40.7674,-74.0323
685,40.7674,-74.0323
686,40.7674,-74.0323
688,40.7674,-74.0323
689,40.7674,-74.0323
692,40.7674,-74.0323
693,40.7674,-74.0323
695,40.7674,-74.0323
696,40.7674,-74.0323
697,40.7674,-74.0323
698,40.7674,-74.0323
699,40.7674,-74.0323
700,40.7674,-74.0323
701,40.7674,-74.0323
702,40.7674,-74.0323
703,40.7674,-74.0323
705,40.7674,-74.0323
706,40.7674,-74.0323
707,40.7674,-74.0323
709,40.7674,-74.0323
710,40.7674,-74.0323
711,40.7674,-74.0323
712,40.7674,-74.0323
713,40.7674,-74.0323
714,40.7674,-74.0323
715,40.7674,-74.0323
716,40.7674,-74.0323
717,40.7674,-74.0323
719,40.7674,-74.0323
720,40.7674,-74.0323
721,40.7674,-74.0323
722,40.7674,-74.0323
723,40.7674,-74.0323
727,40.7674,-74.0323
728,40.7674,-74.0323
729,40.7674,-74.0323
730,40.7674,-74.0323
732,40.7674,-74.0323
733,40.7674,-74.0323
734,40.7674,-74.0323
736,40.7674,-74.0323
738,40.7674,-74.0323
739,40.7674,-74.0323
740,40.7674,-74.0323
741,40.7674,-74.0323
743,40.7674,-74.0323
744,40.7674,-74.0323
745,40.7674,-74.0323
749,40.7674,-74.0323
750,40.7674,-74.0323
751,40.7674,-74.0323
752,40.7674,-74.0323
754,40.7674,-74.0323
755,40.7674,-74.0323
756,40.7674,-74.0323
757,40.7674,-74.0323
761,40.7674,-74.0323
762,40.7674,-74.0323
765,40.7674,-74.0323
766,40.7674,-74.0323
767,40.7674,-74.0323
768,40.7674,-74.0323
769,40.7674,-74.0323
770,40.7674,-74.0323
771,40.7674,-74.0323
772,40.7674,-74.0323
773,40.7674,-74.0323
774,40.7674,-74.0323
775,40.7674,-74.0323
777,40.7674,-74.0323
778,40.7674,-74.0323
780,40.7674,-74.0323
781,40.7674,-74.0323
782,40.7674,-74.0323
785,40.7674,-74.0323
786,40.7674,-74.0323
787,40.7674,-74.0323
788,40.7674,-74.0323
789,40.7674,-74.0323
790,40.7674,-74.0323
791,40.7674,-74.0323
792,40.7674,-74.0323
793,40.7674,-74.0323
795,40.7674,-74.0323
796,40.7674,-74.0323
797,40.7674,-74.0323
798,40.7674,-74.0323
799,40.7674,-74.0323
800,40.7674,-74.0323
801,40.7674,-74.0323
803,40.7674,-74.0323
804,40.7674,-74.0323
805,40.7674,-74.0323
806,40.7674,-74.0323
807,40.7674,-74.0323
809,40.7674,-74.0323
810,40.7674,-74.0323
812,40.7674,-74.0323
813,40.7674,-74.0323
816,40.7674,-74.0323
818,40.7674,-74.0323
819,40.7674,-74.0323
820,40.7674,-74.0323
822,40.7674,-74.0323
823,40.7674,-74.0323
825,40.7674,-74.0323
827,40.7674,-74.0323
828,40.7674,-74.0323
829,40.7674,-74.0323
830,40.7674,-74.0323
831,40.7674,-74.0323
832,40.7674,-74.0323
833,40.7674,-74.0323
834,40.7674,-74.0323
836,40.7674,-74.0323
837,40.7674,-74.0323
838,40.7674,-74.0323
839,40.7674,-74.0323
840,40.7674,-74.0323
841,40.7674,-74.0323
842,40.7674,-74.0323
843,40.7674,-74.0323
844,40.7674,-74.0323
845,40.6661,-74.1141
846,40.6661,-74.1141
848,40.6661,-74.1141
849,40.6661,-74.1141
850,40.6661,-74.1141
851,40.6661,-74.1141
852,40.6661,-74.1141
853,40.6661,-74.1141
854,40.6661,-74.1141
857,40.6661,-74.1141
859,40.6661,-74.1141
860,40.6661,-74.1141
861,40.6661,-74.1141
862,40.6661,-74.1141
864,40.6661,-74.1141
866,40.6661,-74.1141
867,40.6661,-74.1141
870,40.6661,-74.1141
871,40.6661,-74.1141
872,40.6661,-74.1141
873,40.6661,-74.1141
876,40.6661,-74.1141
877,40.6661,-74.1141
878,40.6661,-74.1141
879,40.6661,-74.1141
880,40.6661,-74.1141
881,40.6661,-74.1141
882,40.6661,-74.1141
883,40.6661,-74.1141
888,40.6661,-74.1141
889,40.6661,-74.1141
891,40.6661,-74.1141
892,40.6661,-74.1141
893,40.6661,-74.1141
896,40.6661,-74.1141
897,40.6661,-74.1141
899,40.6661,-74.1141
900,40.6661,-74.1141
901,40.6661,-74.1141
902,40.6661,-74.1141
903,40.6661,-74.1141
904,40.6661,-74.1141
905,40.6661,-74.1141
906,40.6661,-74.1141
907,40.6661,-74.1141
909,40.6661,-74.1141
910,40.6661,-74.1141
911,40.6661,-74.1141
914,40.6661,-74.1141
915,40.6661,-74.1141
916,40.6661,-74.1141
919,40.6661,-74.1141
920,40.6661,-74.1141
921,40.6661,-74.1141
922,40.6661,-74.1141
924,40.6661,-74.1141
926,40.6661,-74.1141
928,40.6661,-74.1141
929,40.6661,-74.1141
930,40.6661,-74.1141
931,40.6661,-74.1141
932,40.6661,-74.1141
934,40.6661,-74.1141
937,40.6661,-74.1141
939,40.6661,-74.1141
940,40.6661,-74.1141
941,40.6661,-74.1141
942,40.6661,-74.1141
943,40.6661,-74.1141
944,40.6661,-74.1141
945,40.6661,-74.1141
946,40.6661,-74.1141
947,40.6661,-74.1141
948,40.6661,-74.1141
949,40.6661,-74.1141
950,40.6661,-74.1141
951,40.6661,-74.1141
953,40.6661,-74.1141
955,40.6661,-74.1141
956,40.6661,-74.1141
957,40.6661,-74.1141
958,40.6661,-74.1141
959,40.6661,-74.1141
960,40.6661,-74.1141
962,40.6661,-74.1141
964,40.6661,-74.1141
965,40.6661,-74.1141
967,40.6661,-74.1141
968,40.6661,-74.1141
969,40.6661,-74.1141
971,40.6661,-74.1141
972,40.6661,-74.1141
973,40.6661,-74.1141
974,40.6661,-74.1141
975,40.6661,-74.1141
977,40.6661,-74.1141
978,40.6661,-74.1141
979,40.6661,-74.1141
982,40.6661,-74.1141
983,40.6661,-74.1141
984,40.6661,-74.1141
985,40.6661,-74.1141
987,40.6661,-74.1141
988,40.6661,-74.1141
989,40.6661,-74.1141
990,40.6661,-74.1141
991,40.6661,-74.1141
992,40.6661,-74.1141
993,40.6661,-74.1141
994,40.6661,-74.1141
995,40.6661,-74.1141
997,40.6661,-74.1141
998,40.6661,-74.1141
999,40.6661,-74.1141
1000,40.6661,-74.1141
1001,40.7651,-74.2117
1002,40.7651,-74.2117
1003,40.7651,-74.2117
1004,40.7651,-74.2117
1005,40.7651,-74.2117
1006,40.7651,-74.2117
1007,40.7651,-74.2117
1009,40.7651,-74.2117
1010,40.7651,-74.2117
1011,40.7651,-74.2117
1012,40.7651,-74.2117
1013,40.7651,-74.2117
1014,40.7651,-74.2117
1015,40.7651,-74.2117
1016,40.7651,-74.2117
1018,40.7651,-74.2117
1019,40.7651,-74.2117
1020,40.7651,-74.2117
1021,40.7651,-74.2117
1022,40.7651,-74.2117
1023,40.7651,-74.2117
1024,40.7651,-74.2117
1025,40.7651,-74.2117
1027,40.7651,-74.2117
1028,40.7651,-74.2117
1029,40.7651,-74.2117
1030,40.7651,-74.2117
1031,40.7651,-74.2117
1033,40.7651,-74.2117
1034,40.7651,-74.2117
1035,40.7651,-74.2117
1036,40.7651,-74.2117
1038,40.7651,-74.2117
1039,40.7651,-74.2117
1041,40.7651,-74.2117
1042,40.7651,-74.2117
1045,40.7651,-74.2117
1047,40.7651,-74.2117
1048,40.7651,-74.2117
1049,40.7651,-74.2117
1050,40.7651,-74.2117
1051,40.7651,-74.2117
1053,40.7651,-74.2117
1054,40.7651,-74.2117
1055,40.7651,-74.2117
1056,40.7651,-74.2117
1058,40.7651,-74.2117
1061,40.7651,-74.2117
1062,40.7651,-74.2117
1063,40.7651,-74.2117
1064,40.7651,-74.2117
1065,40.7651,-74.2117
1066,40.7651,-74.2117
1067,40.7651,-74.2117
1068,40.7651,-74.2117
1069,40.486999999999995,-74.445
1070,40.486999999999995,-74.445
1071,40.486999999999995,-74.445
1072,40.486999999999995,-74.445
1073,40.486999999999995,-74.445
1075,40.486999999999995,-74.445
1076,40.486999999999995,-74.445
1077,40.486999999999995,-74.445
1078,40.486999999999995,-74.445
1079,40.486999999999995,-74.445
1082,40.486999999999995,-74.445
1083,40.486999999999995,-74.445
1084,40.486999999999995,-74.445
1085,40.486999999999995,-74.445
1086,40.486999999999995,-74.445
1088,40.486999999999995,-74.445
1090,40.486999999999995,-74.445
1091,40.486999999999995,-74.445
1092,40.486999999999995,-74.445
1094,40.7856,-74.0093
1095,40.7856,-74.0093
1096,40.7856,-74.0093
1097,40.7856,-74.0093
1098,40.7856,-74.0093
1099,40.7856,-74.0093
1101,40.7856,-74.0093
1102,40.7856,-74.0093
1103,40.7856,-74.0093
1106,40.7856,-74.0093
1107,40.7856,-74.0093
1109,40.7856,-74.0093
1110,40.7856,-74.0093
1111,40.7856,-74.0093
1112,40.7856,-74.0093
1113,40.7856,-74.0093
1114,40.7856,-74.0093
1116,40.7856,-74.0093
1117,40.7856,-74.0093
1118,40.7856,-74.0093
1119,40.7856,-74.0093
1120,40.7856,-74.0093
1121,40.7856,-74.0093
1122,40.7856,-74.0093
1123,40.7856,-74.0093
1124,40.7856,-74.0093
1125,40.7856,-74.0093
1126,40.7856,-74.0093
1127,40.7856,-74.0093
1129,40.7856,-74.0093
1130,40.7856,-74.0093
1131,40.7856,-74.0093
1132,40.7856,-74.0093
1133,40.7856,-74.0093
1134,40.7856,-74.0093
1136,40.7856,-74.0093
1137,40.7856,-74.0093
1138,40.7856,-74.0093
1140,40.7856,-74.0093
1141,40.7856,-74.0093
1142,40.7856,-74.0093
1143,40.7856,-74.0093
1144,40.7856,-74.0093
1145,40.7856,-74.0093
1146,40.7856,-74.0093
1147,40.7856,-74.0093
1148,40.7856,-74.0093
1151,40.7856,-74.0093
1152,40.7856,-74.0093
1153,40.7856,-74.0093
1155,40.7856,-74.0093
1156,40.7856,-74.0093
1159,40.7856,-74.0093
1160,40.7856,-74.0093
1161,40.7856,-74.0093
1162,40.7856,-74.0093
1166,40.7856,-74.0093
1167,40.7856,-74.0093
1168,40.7856,-74.0093
1170,40.7856,-74.0093
1171,40.7856,-74.0093
1172,40.7856,-74.0093
1174,40.7856,-74.0093
1175,40.7856,-74.0093
1176,40.7856,-74.0093
1177,40.7856,-74.0093
1180,40.7856,-74.0093
1181,40.7856,-74.0093
1182,40.7856,-74.0093
1183,40.7856,-74.0093
1186,40.7856,-74.0093
1187,40.7856,-74.0093
1190,40.7856,-74.0093
1191,40.7856,-74.0093
1192,40.7856,-74.0093
1193,40.7856,-74.0093
1195,40.7856,-74.0093
1196,40.7856,-74.0093
1197,40.7856,-74.0093
1198,40.7856,-74.0093
1200,40.7856,-74.0093
1201,40.7856,-74.0093
1202,40.7856,-74.0093
1204,40.7856,-74.0093
1205,40.7856,-74.0093
1206,40.7856,-74.0093
1208,40.7856,-74.0093
1209,40.7856,-74.0093
1210,40.7856,-74.0093
1212,40.7856,-74.0093
1214,40.7856,-74.0093
1215,40.7856,-74.0093
1216,40.7856,-74.0093
1217,40.7856,-74.0093
1218,40.7856,-74.0093
1219,40.7856,-74.0093
1220,40.7856,-74.0093
1222,40.7856,-74.0093
1223,40.7856,-74.0093
1224,40.7856,-74.0093
1226,40.7856,-74.0093
1229,40.7856,-74.0093
1230,40.7856,-74.0093
1231,40.7856,-74.0093
1232,40.7856,-74.0093
1233,40.7856,-74.0093
1234,40.7856,-74.0093
1235,40.7856,-74.0093
1236,40.7856,-74.0093
1238,40.7856,-74.0093
1239,40.7856,-74.0093
1240,40.7856,-74.0093
1241,40.7856,-74.0093
1242,40.7856,-74.0093
1243,40.7856,-74.0093
1244,40.7856,-74.0093
1245,40.7856,-74.0093
1246,40.7856,-74.0093
1247,40.7856,-74.0093
1248,40.7856,-74.0093
1249,40.7856,-74.0093
1250,40.7856,-74.0093
1251,40.7856,-74.0093
1252,40.7856,-74.0093
1253,40.7856,-74.0093
1254,40.7856,-74.0093
1255,40.7856,-74.0093
1256,40.7856,-74.0093
1257,40.7856,-74.0093
1258,40.7856,-74.0093
1259,40.7856,-74.0093
1260,40.7856,-74.0093
1261,40.7856,-74.0093
1263,40.7856,-74.0093
1264,40.7856,-74.0093
1265,40.7856,-74.0093
1266,40.7856,-74.0093
1268,40.7453,-74.0279
1269,40.7453,-74.0279
1270,40.7453,-74.0279
1271,40.7453,-74.0279
1274,40.7453,-74.0279
1277,40.7453,-74.0279
1278,40.7453,-74.0279
1279,40.7453,-74.0279
1280,40.7453,-74.0279
1282,40.7453,-74.0279
1283,40.7453,-74.0279
1284,40.7453,-74.0279
1285,40.7453,-74.0279
1287,40.7453,-74.0279
1288,40.7453,-74.0279
1289,40.7453,-74.0279
1290,40.7453,-74.0279
1294,40.7453,-74.0279
1295,40.7453,-74.0279
1297,40.7453,-74.0279
1298,40.7453,-74.0279
1300,40.7453,-74.0279
1302,40.7453,-74.0279
1304,40.7453,-74.0279
1305,40.7453,-74.0279
1306,40.7453,-74.0279
1308,40.7453,-74.0279
1309,40.7453,-74.0279
1310,40.7453,-74.0279
1311,40.7453,-74.0279
1312,40.7453,-74.0279
1314,40.7453,-74.0279
1315,40.7453,-74.0279
1317,40.7453,-74.0279
1318,40.7453,-74.0279
1319,40.7453,-74.0279
1320,40.7453,-74.0279
1321,40.7453,-74.0279
1322,40.7453,-74.0279
1323,40.7453,-74.0279
1325,40.7453,-74.0279
1326,40.7453,-74.0279
1327,40.7453,-74.0279
1328,40.7453,-74.0279
1332,40.7453,-74.0279
1333,40.7453,-74.0279
1334,40.7453,-74.0279
1337,40.7453,-74.0279
1338,40.7453,-74.0279
1339,40.7453,-74.0279
1340,40.7453,-74.0279
1341,40.7453,-74.0279
1342,40.7453,-74.0279
1343,40.7453,-74.0279
1345,40.7453,-74.0279
1346,40.7453,-74.0279
1347,40.7453,-74.0279
1349,40.7453,-74.0279
1351,40.7453,-74.0279
1353,40.7453,-74.0279
1354,40.7453,-74.0279
1355,40.7453,-74.0279
1356,40.7453,-74.0279
1357,40.7453,-74.0279
1358,40.7453,-74.0279
1359,40.7453,-74.0279
1360,40.7453,-74.0279
1361,40.7453,-74.0279
1362,40.7453,-74.0279
1363,40.7453,-74.0279
1364,40.7453,-74.0279
1365,40.7453,-74.0279
1366,40.7453,-74.0279
1368,40.7453,-74.0279
1369,40.7453,-74.0279
1370,40.7453,-74.0279
1372,40.5203,-74.2724
