event_name,group_name,attendees,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address,region_id
Zen Meditation,The Three Jewels Zen Buddhist Meetup,1,https://www.meetup.com/Binghamton-Zen-Buddhism-Meetup/events/275778156,NY,Binghamton,30 Main Street,https://www.google.com/maps/search/api=1&query=30+Main+Street%2C+Binghamton%2C+NY%2C+13905%2C+us,42.096968,-75.91434100000002,"30 Main Street,Binghamton,NY",261
Beginners Tai Chi Class,The Westchester Tai Chi Meetup Group,3,https://www.meetup.com/taichi-118/events/275789258,NY,Bronxville,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/api=1&query=101+Pondfield+Road+West%2C+2nd+Floor%2C+Bronxville%2C+NY%2C+10708%2C+us,40.93815,-73.83208,"101 Pondfield Road West, 2nd Floor,Bronxville,NY",289
Westchester Toastmasters Meetings,Westchester Toastmasters,1,https://www.meetup.com/meetup-group-EntkSMxo/events/275735155,NY,White Plains,350 Main St,https://www.google.com/maps/search/api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4,41.0339862,-73.76290970000002,"350 Main St,White Plains,NY",290
NEW TIME - We are meeting virtually  White Plains Thurs am Master Networks 7am,NY Master Networks,1,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275767109,NY,White Plains,777 Westchester Ave Ground Floor,https://www.google.com/maps/search/api=1&query=41.033985%2C-73.762909,41.0256529,-73.8270782,"777 Westchester Ave Ground Floor,White Plains,NY",290
Open Rehearsal:  Saratoga Soundtrack Chorus,A Cappella Singers and Vocalists of Upstate NY,1,https://www.meetup.com/ACappellaSingersofUpstateNY/events/275714334,NY,Saratoga Springs,50 Pine Rd,https://www.google.com/maps/search/api=1&query=50+Pine+Rd%2C+Saratoga+Springs%2C+NY%2C+us,43.08217929999999,-73.7853915,"50 Pine Rd,Saratoga Springs,NY",300
Beginners Tai Chi Class,The Westchester Tai Chi Meetup Group,3,https://www.meetup.com/taichi-118/events/275789258,NY,Bronxville,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/api=1&query=101+Pondfield+Road+West%2C+2nd+Floor%2C+Bronxville%2C+NY%2C+10708%2C+us,40.93815,-73.83208,"101 Pondfield Road West, 2nd Floor,Bronxville,NY",283
"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",The LoveMaze Date Nights,1,https://www.meetup.com/LoveMaze/events/275754775,NY,New York,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.806072%2C-73.958540,42.719382,-73.936503,"Morningside Dr,New York,NY",285
"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Romantic Food+Cooking+Drink+Art,1,https://www.meetup.com/Romantic-Cooking-Club/events/275793889,NY,New York,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.806072%2C-73.958540,42.719382,-73.936503,"Morningside Dr,New York,NY",285
   Fort Tryon,The 4th Ave Brooklyn Russian Language Meetup Group,7,https://www.meetup.com/Russian-Brooklyn/events/275753024,NY,New York,805 Ft. Washington Ave Margaret Corbin Circle,https://www.google.com/maps/search/api=1&query=805+Ft.+Washington+Ave%2C+New+York%2C+NY%2C+10040%2C+us,40.86294,-73.932739,"805 Ft. Washington Ave Margaret Corbin Circle,New York,NY",285
Westchester Choral Artists,Westchester Choral Artists,1,https://www.meetup.com/meetup-group-cNnMqDAv/events/275780030,NY,Hastings-On-Hudson,8 Main St,https://www.google.com/maps/search/api=1&query=Upstream+Gallery%2C+8+Main+St%2C+Hastings-On-Hudson%2C+NY%2C+10706%2C+us&query_place_id=ChIJuf4Dm_PswokRuYKvzTGBAus,40.9946622,-73.8785922,"8 Main St,Hastings-On-Hudson,NY",284
Unique Art,Artists Meetup,2,https://www.meetup.com/Artists-Meetup/events/275725701,NY,New York,158 E. 115th Street,https://www.google.com/maps/search/api=1&query=40.797600%2C-73.941902,40.79776500000001,-73.94195500000002,"158 E. 115th Street,New York,NY",285
Friday Gardening with Friends of Morningside Park (Harlem),Morningside Park Gardeners,1,https://www.meetup.com/meetup-group-tTovdbDW/events/275787544,NY,New York,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.802601%2C-73.959007,42.719382,-73.936503,"Morningside Dr,New York,NY",285
The Truth About Covid 19 Vaccines and Health Freedom,"Queens Libertarians (Founded October 6, 1994)",1,https://www.meetup.com/QueensLibertarians/events/275753509,NY,WHITESTONE,150-11 14th Avenue,https://www.google.com/maps/search/api=1&query=40.789234%2C-73.813416,40.7883333,-73.815,"150-11 14th Avenue,WHITESTONE,NY",287
COME TO A CONTEMPORARY ART EXHIBITION RECEPTION!,Scarsdale Contemporary Art Meetup,3,https://www.meetup.com/Scarsdale-Contemporary-Art-Meetup/events/275789835,NY,Scarsdale,37 Popham Rd,https://www.google.com/maps/search/api=1&query=40.988850%2C-73.807510,40.988661,-73.807422,"37 Popham Rd,Scarsdale,NY",286
Creating Art,The New York City Crochet/Knitting Meetup Group,3,https://www.meetup.com/crochet-471/events/275725738,NY,New York,158 E 115th St,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.79776500000001,-73.94195500000002,"158 E 115th St,New York,NY",285
Westchester Toastmasters Meetings,Westchester Toastmasters,1,https://www.meetup.com/meetup-group-EntkSMxo/events/275735155,NY,White Plains,350 Main St,https://www.google.com/maps/search/api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4,41.0339862,-73.76290970000002,"350 Main St,White Plains,NY",288
NEW TIME - We are meeting virtually  White Plains Thurs am Master Networks 7am,NY Master Networks,1,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275767109,NY,White Plains,777 Westchester Ave Ground Floor,https://www.google.com/maps/search/api=1&query=41.033985%2C-73.762909,41.0256529,-73.8270782,"777 Westchester Ave Ground Floor,White Plains,NY",288
French Conversation Table,Language Enthusiasts of the Capital Region,9,https://www.meetup.com/Language-Enthusiasts-of-the-Capital-Region/events/275288303,NY,Latham,3 Lear Jet Lane Suite 102A,https://www.google.com/maps/search/api=1&query=42.753143%2C-73.781265,42.752078,-73.779801,"3 Lear Jet Lane Suite 102A,Latham,NY",303
Open Rehearsal: Come Sing with the Electric City Chorus,A Cappella Singers and Vocalists of Upstate NY,1,https://www.meetup.com/ACappellaSingersofUpstateNY/events/275736451,NY,Schenectady,811 N Brandywine Ave,https://www.google.com/maps/search/api=1&query=42.807575%2C-73.916138,42.8035933,-73.92305470000002,"811 N Brandywine Ave,Schenectady,NY",304
Tuesday Knight Gaming!,Albany Game Knights,1,https://www.meetup.com/Albany-Game-Knight/events/275733881,NY,Albany,161 Washington Ave Ext,https://www.google.com/maps/search/api=1&query=42.695354%2C-73.846321,42.698334,-73.850463,"161 Washington Ave Ext,Albany,NY",301
The Prophet Jeremiah,Capital District Bible Study,1,https://www.meetup.com/Captial-District-Bible-Study/events/275736846,NY,Albany,1510 Central Ave Suite 107,https://www.google.com/maps/search/api=1&query=42.712749%2C-73.828018,42.7133734,-73.82793620000002,"1510 Central Ave Suite 107,Albany,NY",301
Quilling White Owl ($15 cost),Quilling & Other Craft Classes with Stacey,1,https://www.meetup.com/Quilling-Classes-with-Stacey/events/275063806,NY,Latham,601 Troy Schenectady Rd,https://www.google.com/maps/search/api=1&query=Panera+Bread%2C+601+Troy+Schenectady+Rd%2C+Latham%2C+NY%2C+12110%2C+us&query_place_id=ChIJlx5TNMYN3okR2LJgUFK_3Yc,42.7429358,-73.7468142,"601 Troy Schenectady Rd,Latham,NY",303
Yahtzee game day at Panera Bread on Wolf Road,Capital District Social,3,https://www.meetup.com/capital-district-social/events/275790670,NY,Colonie,65 Wolf Rd #100,https://www.google.com/maps/search/api=1&query=Panera+Bread%2C+65+Wolf+Rd+%23100%2C+Colonie%2C+NY%2C+12205%2C+us&query_place_id=ChIJD2esj54M3okR0u7YmKrsz00,42.7134076,-73.81389709999998,"65 Wolf Rd #100,Colonie,NY",302
Tuesday Meetings at Panera by Smithhaven Mall,Centereach French Club of Long Island,1,https://www.meetup.com/Centereach-French-Club-of-Long-Island/events/275735377,NY,Lake Grove,143 Alexander Avenue,https://www.google.com/maps/search/api=1&query=143+Alexander+Avenue%2C+Lake+Grove%2C+NY%2C+11755%2C+us,40.8131521,-73.922721,"143 Alexander Avenue,Lake Grove,NY",263
Come on down to sing!,Harbormen Chorus Setauket Singing Meetup,1,https://www.meetup.com/Harbormen-Mens-Chorus-Setauket-NY-Singing-Group/events/275715757,NY,Stony Brook,380 Nicholls Rd,https://www.google.com/maps/search/api=1&query=40.852371%2C-73.129982,40.756268,-73.374346,"380 Nicholls Rd,Stony Brook,NY",266
2/22/21 Cafe' Havana 6PM Monday,Suffolk County Republican Club,3,https://www.meetup.com/SuffolkRepublicans/events/275699001,NY,Smithtown,944 W Jericho Turnpike,https://www.google.com/maps/search/api=1&query=944+W+Jericho+Turnpike%2C+944+W+Jericho+Turnpike%2C+Smithtown%2C+NY%2C+11787%2C+us&query_place_id=ChIJR8JOMpw66IkRpTcT56MI3SI,40.8478364,-73.2461559,"944 W Jericho Turnpike,Smithtown,NY",265
GAME OPEN PLAY!! At the Brentwood Library ,Suffolk County Gaming Alliance,2,https://www.meetup.com/Suffolk-County-Gaming-Alliance/events/275552860,NY,Brentwood,34 Second Ave,https://www.google.com/maps/search/api=1&query=40.777830%2C-73.248245,40.77833,-73.24937800000002,"34 Second Ave,Brentwood,NY",262
Learn to dance Bachata- Fridays,Salsa & Bachata Long Island & Queens,1,https://www.meetup.com/salsa-bachata-long-island-queens/events/275795077,NY,Lindenhurst,752 N Wellwood Ave,https://www.google.com/maps/search/api=1&query=40.705936%2C-73.387760,40.705864,-73.387833,"752 N Wellwood Ave,Lindenhurst,NY",264
Monday Night D&D,Mid-Hudson Gamers & Geeks,1,https://www.meetup.com/Mid-Hudson-Gamers-Geeks/events/275626579,NY,Middletown,"1 Galleria Drive, Middletown, NY",https://www.google.com/maps/search/api=1&query=1+Galleria+Drive%2C+Middletown%2C+NY%2C+Middletown%2C+NY%2C+10941%2C+us,41.45252,-74.3676677,"1 Galleria Drive, Middletown, NY,Middletown,NY",282
3:00pm -Rockefeller Preserve walk ,Westchester Outdoor & More,18,https://www.meetup.com/Westchester-Putnam-Outdoor-N-More/events/275526714,NY,Pleasantville,125 Phelps Way,https://www.google.com/maps/search/api=1&query=Rockefeller+State+Park+Preserve%2C+125+Phelps+Way%2C+Pleasantville%2C+NY%2C+10570%2C+us&query_place_id=ChIJJ3e9hPa_wokRFhTaIVqzjzQ,41.1117409,-73.8362089,"125 Phelps Way,Pleasantville,NY",309
Kensico Oh Dam It's Friday Sunset Hike/Trail Run,Hudson Valley Hikers,6,https://www.meetup.com/hvhikers/events/275776512,NY,Valhalla,1 Bronx River Pkwy Rd,https://www.google.com/maps/search/api=1&query=41.072620%2C-73.766940,41.067648,-73.77071600000002,"1 Bronx River Pkwy Rd,Valhalla,NY",311
Transgender Peer Support Group,The LOFT,1,https://www.meetup.com/theloftlgbtq-center/events/275734333,NY,White Plains,252 Bryant Avenue,https://www.google.com/maps/search/api=1&query=41.021423%2C-73.745840,41.021412,-73.746124,"252 Bryant Avenue,White Plains,NY",313
COME TO A CONTEMPORARY ART EXHIBITION RECEPTION!,Scarsdale Contemporary Art Meetup,3,https://www.meetup.com/Scarsdale-Contemporary-Art-Meetup/events/275789835,NY,Scarsdale,37 Popham Rd,https://www.google.com/maps/search/api=1&query=40.988850%2C-73.807510,40.988661,-73.807422,"37 Popham Rd,Scarsdale,NY",310
Westchester Toastmasters Meetings,Westchester Toastmasters,1,https://www.meetup.com/meetup-group-EntkSMxo/events/275735155,NY,White Plains,350 Main St,https://www.google.com/maps/search/api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4,41.0339862,-73.76290970000002,"350 Main St,White Plains,NY",313
WE ARE MEETING VIRTUALLY! Mahopac Chapter - Master Networks  Thursday AM,NY Master Networks,2,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275767891,NY,Westchester County,Room,https://www.google.com/maps/search/api=1&query=41.062817%2C-73.843842,39.5708719,2.6370851,"Room,Westchester County,NY",312
'Advanced' Beginners - Advanced Intermediate,Northeast Racquet Club Pickleball,10,https://www.meetup.com/Northeast-Racquet-Club-Pickleball/events/274260726,PA,Philadelphia,9389 Krewstown Rd.,https://www.google.com/maps/search/api=1&query=40.088620%2C-75.043560,40.086201,-75.046406,"9389 Krewstown Rd.,Philadelphia,PA",341
LMT Outdoor Pickelball - Intermediates ,Lower Makefield Township Pickleball Meetup,18,https://www.meetup.com/Morrisville-Playing-Pickleball-Meetup/events/275727898,PA,Morrisville,Cardinal Dr,https://www.google.com/maps/search/api=1&query=40.219948%2C-74.874880,40.21696,-74.871492,"Cardinal Dr,Morrisville,PA",340
Late dinner @ Eddie V's for Restaurant Week,Pittsburgh 30s and 40s Ladies Social,8,https://www.meetup.com/Pittsburgh-30s-and-40s-Ladies-Social/events/275788323,PA,Pittsburgh,501 Grant St,https://www.google.com/maps/search/api=1&query=Eddie+V%27s+Prime+Seafood%2C+501+Grant+St%2C+Pittsburgh%2C+PA%2C+15219%2C+us&query_place_id=ChIJ9wK95FnxNIgRaI22LktVkic,40.439412,-79.996853,"501 Grant St,Pittsburgh,PA",342
Board Game Night,Pittsburgh Gaming @ LFG,1,https://www.meetup.com/Pittsburgh-Gaming/events/275757670,PA,Pittsburgh,820 Brookline Blvd,https://www.google.com/maps/search/api=1&query=40.393135%2C-80.019676,40.393529,-80.01983800000002,"820 Brookline Blvd,Pittsburgh,PA",342
Solo Bachata 1: Basics (IN STUDIO),Pittsburgh Dancing Meetup,3,https://www.meetup.com/Pittsburgh-Dancing-Meetup/events/274780196,PA,Pittsburgh,4909 Penn Ave,https://www.google.com/maps/search/api=1&query=40.465427%2C-79.944790,40.8025042,-79.9284997,"4909 Penn Ave,Pittsburgh,PA",342
Sunrise Toastmasters of Lehigh Valley,"Allentown, PA Area Toastmasters Clubs",1,https://www.meetup.com/Allentown-PA-Area-Toastmasters-Clubs/events/275745063,PA,Allentown,1533 Springhouse Rd,https://www.google.com/maps/search/api=1&query=40.612797%2C-75.544319,40.612404,-75.545378,"1533 Springhouse Rd,Allentown,PA",319
Sales & Marketing Mastermind @SoBeCoWorks,CitizenIncubator @SoBeCoWorks,2,https://www.meetup.com/CitizenIncubator/events/275757957,PA,Bethlehem,1349 Lynn Ave,https://www.google.com/maps/search/api=1&query=40.605900%2C-75.350334,40.60632800000001,-75.349864,"1349 Lynn Ave,Bethlehem,PA",320
Come and join the BEST business networking group in all of Lancaster!!!,Referral Partners Plus Lancaster South,1,https://www.meetup.com/Referral-Partners-Plus-Lancaster-South/events/275723442,PA,Lancaster,1702 Lampeter Road,https://www.google.com/maps/search/api=1&query=1702+Lampeter+Road%2C+Lancaster%2C+pa%2C+17602%2C+us,40.0262601,-76.264634,"1702 Lampeter Road,Lancaster,PA",335
Transmitting Your Energy in 2021 - Live Channeling Session,Seth Speaks Again,9,https://www.meetup.com/Seth-Speaks-Again-Beyond-Law-of-Attraction/events/275620237,PA,Pennsylvania,123 Website Street,https://www.google.com/maps/search/api=1&query=39.979267%2C-76.276344,40.701642,-77.999735,"123 Website Street,Pennsylvania,PA",336
Max Meditation Systems (TM),Max Meditation System (TM),1,https://www.meetup.com/Max-Meditation-System/events/275778728,PA,Wyomissing,1287 Penn Ave,https://www.google.com/maps/search/api=1&query=40.332615%2C-75.967003,40.3350018,-75.9611057,"1287 Penn Ave,Wyomissing,PA",344
Big Jim's Seafood House - Come to the Garden ,York Christian Fiction Books Meetup Group,2,https://www.meetup.com/york-christian-fiction-books-meetup-group/events/273983997,PA,York,2252 Industrial Hwy,https://www.google.com/maps/search/api=1&query=Big+Jim%27s+Seafood+House%2C+2252+Industrial+Hwy%2C+York%2C+PA%2C+17402%2C+us&query_place_id=ChIJ78CC7gKPyIkRBDZbV6mErlU,39.978155,-76.684296,"2252 Industrial Hwy,York,PA",348
Cigars at the Cove!,Social cigars,1,https://www.meetup.com/PACigars-Meetup/events/275714007,PA,York,1500 S George St,https://www.google.com/maps/search/api=1&query=The+Cove%2C+1500+S+George+St%2C+York%2C+PA%2C+17403%2C+us&query_place_id=ChIJgVtEkUaJyIkRRS2-ylaochQ,39.934417,-76.71378100000003,"1500 S George St,York,PA",348
Real Estate Investors of York January Goal Setting Meeting & Social,Real Estate Investors of York,17,https://www.meetup.com/Real-Estate-Investors-of-York-REIA/events/275389147,PA,York,2000 Loucks Rd,https://www.google.com/maps/search/api=1&query=39.970226%2C-76.777500,39.9737626,-76.7749733,"2000 Loucks Rd,York,PA",348
Bayview Toastmasters Club,District 13 Toastmasters,1,https://www.meetup.com/District-13-Toastmasters/events/275755496,PA,Erie,201 State Street,https://www.google.com/maps/search/api=1&query=201+State+Street%2C+Erie%2C+pa%2C+16550%2C+us,42.12947120000001,-80.0852695,"201 State Street,Erie,PA",331
Just Write Meeting,Just Write in Spring City,4,https://www.meetup.com/Just-Write-in-Spring-City-PA/events/275726249,PA,Spring City,"20 E. Bridge Street, Suite 103",https://www.google.com/maps/search/api=1&query=40.181385%2C-75.547714,40.1815107,-75.5480848,"20 E. Bridge Street, Suite 103,Spring City,PA",343
Creativity Hour,Creative Light Circle (An Artist's Way Cluster),2,https://www.meetup.com/Creative-Light-Circle-in-Spring-City-PA/events/275703243,PA,Spring City,"20 E. Bridge Street, Suite 103",https://www.google.com/maps/search/api=1&query=40.181385%2C-75.547714,40.1815107,-75.5480848,"20 E. Bridge Street, Suite 103,Spring City,PA",343
Tennis Mixer 1,State College Tennis Meetup,2,https://www.meetup.com/State-College-Tennis-Meetup/events/275755231,PA,State College,"State College, PA",https://www.google.com/maps/search/api=1&query=40.800705%2C-77.925250,40.7944504,-77.86163859999998,"State College, PA,State College,PA",345
Nittany Freethought Monthly Meetup,Nittany Freethought,1,https://www.meetup.com/NittanyFreethought/events/275777698,PA,State College,133 East Beaver Avenue,https://www.google.com/maps/search/api=1&query=40.793781%2C-77.859863,40.793624,-77.860222,"133 East Beaver Avenue,State College,PA",345
Almost Full Moon MAP & COMPASS TRAINING  +  HIKE @ Middle Creek WMA,Pennsylvania Adventures and Events,2,https://www.meetup.com/Pennsylvania-Adventures-and-Events/events/275157417,PA,Stevens,100 Museum Rd,https://www.google.com/maps/search/api=1&query=40.271202%2C-76.250040,40.8925606,-77.8322244,"100 Museum Rd,Stevens,PA",337
Tuesday Evening Ride with Shane All Weather,Crown Bicycles,1,https://www.meetup.com/Crown-Bicycles/events/275733560,PA,Whitehall,3679 Eberhart Rd,https://www.google.com/maps/search/api=1&query=3679+Eberhart+Rd%2C+3679+Eberhart+Rd%2C+Whitehall%2C+PA%2C+18052%2C+us&query_place_id=ChIJCX3dWUU4xIkRsnpXB-QpVCk,40.6510727,-75.4944517,"3679 Eberhart Rd,Whitehall,PA",328
