region_id,state,city,lat,lng,population
124,NJ,Jersey City,40.7161,-74.0682,262075
125,NJ,Jersey City,40.7161,-74.0682,262075
126,NJ,Jersey City,40.7161,-74.0682,262075
127,NJ,Jersey City,40.7161,-74.0682,262075
128,NJ,Jersey City,40.7161,-74.0682,262075
129,NJ,Jersey City,40.7161,-74.0682,262075
130,NJ,Jersey City,40.7161,-74.0682,262075
131,NJ,Jersey City,40.7161,-74.0682,262075
132,NJ,Jersey City,40.7161,-74.0682,262075
133,NJ,Jersey City,40.7161,-74.0682,262075
134,NJ,Jersey City,40.7161,-74.0682,262075
135,NJ,Jersey City,40.7161,-74.0682,262075
136,NJ,Jersey City,40.7161,-74.0682,262075
137,NJ,Jersey City,40.7161,-74.0682,262075
138,NJ,Jersey City,40.7161,-74.0682,262075
139,NJ,Jersey City,40.7161,-74.0682,262075
140,NJ,Jersey City,40.7161,-74.0682,262075
141,NJ,Jersey City,40.7161,-74.0682,262075
142,NJ,Jersey City,40.7161,-74.0682,262075
143,NJ,Kearny,40.7528,-74.1202,41058
144,NJ,Kearny,40.7528,-74.1202,41058
145,NJ,Kearny,40.7528,-74.1202,41058
146,NJ,Kearny,40.7528,-74.1202,41058
147,NJ,Kearny,40.7528,-74.1202,41058
148,NJ,Kearny,40.7528,-74.1202,41058
149,NJ,Kearny,40.7528,-74.1202,41058
150,NJ,Linden,40.6251,-74.2381,42361
151,NJ,Linden,40.6251,-74.2381,42361
152,NJ,Linden,40.6251,-74.2381,42361
153,NJ,Linden,40.6251,-74.2381,42361
154,NJ,Linden,40.6251,-74.2381,42361
155,NJ,Linden,40.6251,-74.2381,42361
156,NJ,Linden,40.6251,-74.2381,42361
157,NJ,Linden,40.6251,-74.2381,42361
158,NJ,Linden,40.6251,-74.2381,42361
159,NJ,New Brunswick,40.486999999999995,-74.445,55676
160,NJ,New Brunswick,40.486999999999995,-74.445,55676
161,NJ,New Brunswick,40.486999999999995,-74.445,55676
162,NJ,New Brunswick,40.486999999999995,-74.445,55676
163,NJ,New Brunswick,40.486999999999995,-74.445,55676
164,NJ,New Brunswick,40.486999999999995,-74.445,55676
165,NJ,New Brunswick,40.486999999999995,-74.445,55676
166,NJ,New Brunswick,40.486999999999995,-74.445,55676
167,NJ,New Brunswick,40.486999999999995,-74.445,55676
168,NJ,New Brunswick,40.486999999999995,-74.445,55676
169,NJ,New Brunswick,40.486999999999995,-74.445,55676
170,NJ,New Brunswick,40.486999999999995,-74.445,55676
171,NJ,Newark,40.7245,-74.1725,282011
172,NJ,Newark,40.7245,-74.1725,282011
173,NJ,Newark,40.7245,-74.1725,282011
174,NJ,Newark,40.7245,-74.1725,282011
175,NJ,Newark,40.7245,-74.1725,282011
176,NJ,Newark,40.7245,-74.1725,282011
177,NJ,Newark,40.7245,-74.1725,282011
178,NJ,Newark,40.7245,-74.1725,282011
179,NJ,Newark,40.7245,-74.1725,282011
180,NJ,Newark,40.7245,-74.1725,282011
181,NJ,Newark,40.7245,-74.1725,282011
182,NJ,Newark,40.7245,-74.1725,282011
183,NJ,Newark,40.7245,-74.1725,282011
184,NJ,Newark,40.7245,-74.1725,282011
185,NJ,Newark,40.7245,-74.1725,282011
186,NJ,Newark,40.7245,-74.1725,282011
187,NJ,Newark,40.7245,-74.1725,282011
188,NJ,Newark,40.7245,-74.1725,282011
189,NJ,Newark,40.7245,-74.1725,282011
190,NJ,Newark,40.7245,-74.1725,282011
191,NJ,Newark,40.7245,-74.1725,282011
192,NJ,Newark,40.7245,-74.1725,282011
193,NJ,Passaic,40.8574,-74.1282,69703
194,NJ,Passaic,40.8574,-74.1282,69703
195,NJ,Passaic,40.8574,-74.1282,69703
196,NJ,Passaic,40.8574,-74.1282,69703
197,NJ,Passaic,40.8574,-74.1282,69703
198,NJ,Passaic,40.8574,-74.1282,69703
199,NJ,Passaic,40.8574,-74.1282,69703
200,NJ,Passaic,40.8574,-74.1282,69703
201,NJ,Passaic,40.8574,-74.1282,69703
202,NJ,Passaic,40.8574,-74.1282,69703
