city_id,state,city,lat,lng
0,NJ,Aberdeern,40.16706,-74.49987
1,NJ,Bellmawr,39.867613399999996,-75.0946183
2,NJ,Bernardsville,40.7186805,-74.5692273
3,NJ,Bordentown,40.1462213,-74.7118264
4,NJ,Bridgeton,39.427337,-75.2340768
5,NJ,Bridgewater,40.5598127,-74.5517146
6,NJ,Caldwell,40.8398218,-74.27653659999999
7,NJ,Camden,39.9448402,-75.11989109999999
8,NJ,Chatham,40.7409242,-74.38367109999999
9,NJ,Cherry Hill,39.9348351,-75.0307264
10,NJ,Chesterfield ,40.115396600000004,-74.6412727
11,NJ,Clifton,40.858432799999996,-74.16375529999999
12,NJ,Collingswood,39.9181686,-75.07128399999999
13,NJ,Columbia,40.926207700000006,-75.0926763
14,NJ,Cranford,40.65843579999999,-74.2995923
15,NJ,Edison,40.5382375,-74.39451729999999
16,NJ,Edison ,40.5382375,-74.39451729999999
17,NJ,Fair Lawn,40.9397796,-74.13125040000001
18,NJ,Fairfield,40.205087799999994,-74.2135004
19,NJ,Fairview,40.812600599999996,-73.99902800000001
20,NJ,Garfield,40.88148820000001,-74.113198
21,NJ,Garwood,40.651769200000004,-74.32292640000001
22,NJ,Hackensack,40.8871438,-74.0410865
23,NJ,Hamilton,40.207057299999995,-74.08125059999999
24,NJ,Hamilton Township,40.2041625,-74.67932440000001
25,NJ,Hardwick,41.054541,-74.9321157
26,NJ,Hardwick Township,41.0310306,-74.93515490000001
27,NJ,Hasbrouck Heights,40.857929299999995,-74.0816693
28,NJ,Hillsborough Township,40.498515999999995,-74.6951625
29,NJ,Hoboken,40.7433066,-74.0323752
30,NJ,Hoboken ,40.7433066,-74.0323752
31,NJ,Jersey City,40.7281575,-74.0776417
32,NJ,Lafayette,41.0984301,-74.6884965
33,NJ,Lawrence Township,40.2999815,-74.7190402
34,NJ,Lodi,40.8823215,-74.08319709999999
35,NJ,Lyndhurst,40.8120247,-74.1242816
36,NJ,Madison,40.7598227,-74.417097
37,NJ,Maplewood,40.731212299999996,-74.2734808
38,NJ,Matawan,40.41483,-74.2295891
39,NJ,Maywood,40.902599,-74.0618074
40,NJ,Merchantville,39.951634000000006,-75.0487627
41,NJ,Metuchen,40.5431598,-74.36320490000001
42,NJ,Milltown,40.4562165,-74.4432073
43,NJ,Millville,39.4020593,-75.0393368
44,NJ,Milmay,39.439282500000004,-74.85683490000001
45,NJ,Monroe Township,40.3183284,-74.4202183
46,NJ,Montclair,40.8164458,-74.2210643
47,NJ,Mountainside,40.672324200000006,-74.3573722
48,NJ,New Brunswick,40.4862174,-74.4518173
49,NJ,Newark,40.735657,-74.1723667
50,NJ,Newfoundland,41.0464861,-74.4351546
51,NJ,Newton,41.05821029999999,-74.7530943
52,NJ,North Bergen,40.8042674,-74.012084
53,NJ,Nutley,40.8223223,-74.15986629999999
54,NJ,Old Bridge,40.399178000000006,-74.34090359999999
55,NJ,Old Bridge Township,40.404546,-74.3099671
56,NJ,Palmyra,40.0070565,-75.0282271
57,NJ,Paramus,40.945291100000006,-74.07358990000002
58,NJ,Parlin,40.462050399999995,-74.33820370000001
59,NJ,Parsippany,40.857877200000004,-74.42598659999999
60,NJ,Pennsauken ,39.9562238,-75.0579502
61,NJ,Pennsauken Township,39.960107,-75.0490488
62,NJ,Piscataway,40.5462553,-74.46604079999999
63,NJ,Pittsgrove,39.528263,-75.131146
64,NJ,Princeton,40.3492744,-74.6592958
65,NJ,Rahway,40.6081591,-74.2776468
66,NJ,Ridgewood,40.97966829999999,-74.1194403
67,NJ,Robbinsville Twp,40.223825299999994,-74.5892843
68,NJ,Roselle,40.6503925,-74.2608833
69,NJ,Runnemede,39.85233579999999,-75.06794980000001
70,NJ,Rutherford,40.826489,-74.10680909999999
71,NJ,Secaucus,40.7899291,-74.0566735
72,NJ,Skillman,40.4201055,-74.71460490000001
73,NJ,Somerset,40.5012385,-74.4854775
74,NJ,South Amboy,40.491772499999996,-74.28320169999999
75,NJ,South Plainfield,40.5792701,-74.4115401
76,NJ,South River,40.446495,-74.38598309999999
77,NJ,Teaneck,40.886016399999995,-74.0072568
78,NJ,Titusville,40.3095516,-74.8804428
79,NJ,Trenton,40.2170575,-74.7429463
80,NJ,UNION CITY,40.779545500000005,-74.02375119999999
81,NJ,Union,40.697601899999995,-74.26320240000001
82,NJ,Vauxhall,40.586988,-74.351242
83,NJ,Vernon Township,41.1984287,-74.4832132
84,NJ,Voorhees,39.8512162,-74.96197790000001
85,NJ,Warren,40.8602222,-74.9720493
86,NJ,West Orange,40.798711299999994,-74.2390353
87,NJ,Willingboro,40.0278894,-74.86905420000001
88,NJ,Woodbridge,40.55418,-74.2860008
89,NJ,edison,40.5382375,-74.39451729999999
90,NY,Albany,42.6511674,-73.754968
91,NY,Amherst,42.9783924,-78.7997616
92,NY,Astoria,40.772014500000004,-73.9302673
93,NY,Ballston,43.017601,-73.8476809
94,NY,Ballston Lake,42.9117428,-73.8681782
95,NY,Bay Shore,40.742924,-73.25731040000001
96,NY,Binghamton,42.096968,-75.91434100000001
97,NY,Bolton Landing,43.5572898,-73.65484079999999
98,NY,Brentwood,40.7856853,-73.24845450000001
99,NY,Bronxville,40.9381544,-73.83207840000001
100,NY,Brooklyn,40.6501038,-73.9495823
101,NY,Brooklyn ,40.6501038,-73.9495823
102,NY,Buffalo,42.8867166,-78.87839220000001
103,NY,Buffalo ,42.8867166,-78.87839220000001
104,NY,Clifton Park,42.865632500000004,-73.7709535
105,NY,Colonie,42.717855799999995,-73.8334554
106,NY,Deer Park,40.763594,-73.32417290000001
107,NY,Dobbs Ferry,41.0110045,-73.8714145
108,NY,Elmira,42.089796500000006,-76.8077338
109,NY,Fairport,43.0993,-77.443014
110,NY,Farmingdale,40.735673799999994,-73.44175240000001
111,NY,Glens Falls,43.309940999999995,-73.644447
112,NY,Great River,40.740473200000004,-73.16999270000001
113,NY,Hastings-On-Hudson,40.9946622,-73.8785922
114,NY,Huntington,40.868154,-73.425676
115,NY,Islandia,40.8042649,-73.16900190000001
116,NY,Ithaca,42.4396039,-76.49680190000001
117,NY,Kingston,41.9287812,-74.0023702
118,NY,Lake Grove,40.8528761,-73.1151102
119,NY,Lake Ronkonkoma,40.823710600000005,-73.1075598
120,NY,Larchmont,40.927876899999994,-73.7517983
121,NY,Latham,42.7444055,-73.761563
122,NY,Lindenhurst,40.6867667,-73.3734547
123,NY,Malta,42.971170799999996,-73.792926
124,NY,Manhattan,40.7896239,-73.9598939
125,NY,"Manhattan, New York",40.7896239,-73.9598939
126,NY,Middletown,40.839722200000004,-73.8316667
127,NY,Mount Vernon,40.9125815,-73.8370786
128,NY,NY,40.741236,-73.3566912
129,NY,NYC,40.7127281,-74.0060152
130,NY,New Paltz,41.7464972,-74.08448940000001
131,NY,New York,40.7127281,-74.0060152
132,NY,New York ,40.7127281,-74.0060152
133,NY,North White Plains,41.0512716,-73.7724782
134,NY,Nyack,41.091121,-73.9196794
135,NY,Online,40.6988321,-73.9946772
136,NY,Pittsford,43.090959000000005,-77.515298
137,NY,Pleasant Valley,41.7445382,-73.8212439
138,NY,Pleasantville,41.1328736,-73.7926335
139,NY,Port Chester,41.0017643,-73.6656834
140,NY,Poughkeepsie,41.706553899999996,-73.9283672
141,NY,Queens,40.74982429999999,-73.7976337
142,NY,"Riverdale, Bronx",40.90056,-73.90639
143,NY,Rochester,43.157284999999995,-77.615214
144,NY,Sands Point,40.8517669,-73.718742
145,NY,Saratoga Springs,43.08217929999999,-73.7853915
146,NY,Saugerties,42.0775906,-73.95291259999999
147,NY,Schenectady,42.8142432,-73.93956870000001
148,NY,Smithtown,40.8559314,-73.20066870000001
149,NY,Smithtown ,40.8559314,-73.20066870000001
150,NY,Snyder,42.9636689,-78.7839218
151,NY,St James,40.881331200000005,-73.1511732
152,NY,Staten Island,40.5834557,-74.14960479999999
153,NY,Stony Brook,40.9087015,-73.1396036
154,NY,Syracuse,43.0481221,-76.1474244
155,NY,TBA,40.7111986,-73.96637729999999
156,NY,TBD,13.524834,2.109823
157,NY,Tappan,41.0249745,-73.9506118
158,NY,Tonawanda,42.9935815,-78.88190440000001
159,NY,Troy,40.740255700000006,-74.0055355
160,NY,WHITESTONE,40.79454570000001,-73.81846740000002
161,NY,Wappingers Falls,41.5965635,-73.9112103
162,NY,West Babylon,40.7126585,-73.35367790000001
163,NY,Westchester County,41.1763139,-73.7907554
164,NY,White Plains,41.0339862,-73.76290970000001
165,NY,Williamsville,42.9637836,-78.73772579999999
166,NY,Yonkers,40.9312099,-73.8987469
167,PA,Allentown,40.6022059,-75.47127940000001
168,PA,Bala Cynwyd,40.0076125,-75.23406949999999
169,PA,Bensalem,40.1027615,-74.9321395
170,PA,Boyertown ,40.3337075,-75.6374083
171,PA,Bristol,40.122900200000004,-74.86447059999999
172,PA,Bucks County,40.345166799999994,-75.1263909
173,PA,Camp Hill,40.2398118,-76.91997420000001
174,PA,Catasauqua,40.6548191,-75.4746273
175,PA,Douglassville,40.2578714,-75.72630079999999
176,PA,East Stroudsburg,40.9995386,-75.1812913
177,PA,Erie,42.129471200000005,-80.0852695
178,PA,Fairless Hills,40.1795537,-74.8551644
179,PA,Glenside,40.1023326,-75.1521195
180,PA,Hanover,39.806324700000005,-76.9842735
181,PA,Harrisburg,40.266310700000005,-76.8861122
182,PA,Hellertown,40.5794426,-75.3405529
183,PA,Horsham,40.1842455,-75.13905240000001
184,PA,"Huntingdon Valley, Pa 19006",40.1284,-75.0607
185,PA,Johnstown,40.3267407,-78.9219698
186,PA,Kingston,41.261748100000005,-75.8968635
187,PA,Lancaster,40.038129999999995,-76.3056686
188,PA,Langhorne,40.17455379999999,-74.9226665
189,PA,Lebanon,40.342968299999995,-76.4233816
190,PA,Leola,40.087875,-76.18495340000001
191,PA,Levittown ,40.1574174,-74.8322245
192,PA,Limerick,40.2309343,-75.5221245
193,PA,Morrisville,40.2114978,-74.78793990000001
194,PA,Munhall,40.3922914,-79.90004990000001
195,PA,Narberth,40.0084456,-75.26046
196,PA,Newtown,40.6529454,-76.345043
197,PA,North Versailles,40.379791299999994,-79.8094916
198,PA,Pennsylvania,40.234675,-77.1363425
199,PA,Philadelphia,39.9527237,-75.16352619999999
200,PA,Philadelphia ,39.9527237,-75.16352619999999
201,PA,Phoenixville,40.13038220000001,-75.5149128
202,PA,Pittsburgh,40.4416941,-79.99008609999998
203,PA,Pottstown,40.2452976,-75.6496424
204,PA,Richboro,40.229682000000004,-74.9994889
205,PA,Spring City,40.176767,-75.5476803
206,PA,State College,40.794450399999995,-77.86163859999999
207,PA,Stevens,40.216204299999994,-76.1552256
208,PA,Stowe,40.2525952,-75.677409
209,PA,Stroudsburg,40.9864261,-75.1946649
210,PA,Verona,40.5064571,-79.84310500000001
211,PA,West Pittston,41.3279106,-75.80071120000001
212,PA,Whitehall,40.657478000000005,-75.50746459999999
213,PA,Wyomissing,40.329537,-75.96521170000001
214,PA,Yardley,40.245664,-74.84599720000001
215,PA,York,39.962398,-76.72739200000001
216,PA,johnstown ,40.3267407,-78.9219698
